_init_proc, no_match_found
ITEM_getvanishatdropFromITEMtabl, StoneAge/Source/gmsv/item/item.c
ITEM_getcanpetmailFromITEMtabl, StoneAge/Source/gmsv/item/item.c
ITEM_getItemInfoFromNumber, StoneAge/Source/gmsv/item/item.c
ITEM_getgraNoFromITEMtabl, StoneAge/Source/gmsv/item/item.c
ITEM_getlevelFromITEMtabl, StoneAge/Source/gmsv/item/item.c
ITEM_getcostFromITEMtabl, StoneAge/Source/gmsv/item/item.c
ITEM_getNameFromNumber, StoneAge/Source/gmsv/item/item.c
ITEM_getMaxRemainFromITEMtabl, no_match_found
ITEM_getBaseFailedProbFromITEMtabl, no_match_found
ITEM_getItemPointer, StoneAge/Source/gmsv/char/char_item.c
ITEM_setFunctionPointer, no_match_found
ITEM_getFunctionPointer, StoneAge/Source/gmsv/battle/battle.c
ITEM_getITEM_use, StoneAge/Source/gmsv/net.c
ITEM_isUsable, no_match_found
_ITEM_endItemuseFlg, no_match_found
_ITEM_endExistItemsOne, StoneAge/Source/gmsv/item/item.c
ITEM_canuseMagic, StoneAge/Source/gmsv/char/char.c
ITEM_getEffectString, StoneAge/Source/gmsv/item/item.c
ITEM_getCharPointer, no_match_found
ITEM_setCharPointer, no_match_found
ITEM_setChar, StoneAge/Source/gmsv/battle/battle_event.c
ITEM_getChar, StoneAge/Source/gmsv/battle/battle.c
ITEM_setInt, StoneAge/Source/gmsv/battle/battle_event.c
ITEM_setIntStrict, StoneAge/Source/gmsv/item/item.c
ITEM_getInt, StoneAge/Source/gmsv/callfromcli.c
ITEM_getIntStrict, StoneAge/Source/gmsv/item/item.c
ITEM_getEquipPlace, StoneAge/Source/gmsv/battle/battle.c
ITEM_getJewelRank, no_match_found
ITEM_getUseName, no_match_found
ITEM_getAppropriateName, StoneAge/Source/gmsv/battle/battle.c
ITEM_checkHeadCover, no_match_found
ITEM_setEffectiveLevel, no_match_found
ITEM_itemPerformanceDown, no_match_found
ITEM_equipShapeChangeEffect, no_match_found
ITEM_equipEffect, StoneAge/Source/gmsv/char/char.c
ITEM_getTypeName, no_match_found
ITEM_getDefaultImage, no_match_found
ITEM_getUseImage, no_match_found
ITEM_makeItemStatusString, StoneAge/Source/gmsv/char/char.c
ITEM_EatLogout, no_match_found
ITEM_EatLogin, no_match_found
ITEM_TohelosFloorCheck, no_match_found
ITEM_initMasterKey, no_match_found
ITEM_initStampItem, no_match_found
ITEM_getIncuseName, no_match_found
ITEM_decrementUseFrequency, no_match_found
ITEM_useChangeImage, no_match_found
ITEM_useMetamorphosis, no_match_found
ITEM_useChangePetStatus, no_match_found
ITEM_InitSacrifice, no_match_found
ITEM_fameItem, no_match_found
ITEM_EatTime, no_match_found
ITEM_useChangeStatus, no_match_found
ITEM_useSkillExpUp, no_match_found
ITEM_useBomb, no_match_found
ITEM_CheckCRenamedCdKey, no_match_found
ITEM_useShowWindow, no_match_found
ITEM_pickupDice, StoneAge/Source/gmsv/function.c
ITEM_dropDice, StoneAge/Source/gmsv/function.c
ITEM_WindowShovelResult, no_match_found
ITEM_useShovel, no_match_found
ITEM_useItemP_And_PList, no_match_found
ITEM_initLotteryItem, no_match_found
ITEM_initLotteryPet, no_match_found
ITEM_initLotteryGold, no_match_found
ITEM_useLotteryItem, no_match_found
ITEM_useLotteryPet, no_match_found
ITEM_useLotteryGold, no_match_found
ITEM_PickupShowWindow, no_match_found
ITEM_useChangeOther, no_match_found
ITEM_confirmProfileCard, no_match_found
ITEM_useProfileCard, no_match_found
ITEM_useMasterKey, no_match_found
ITEM_useWarp, StoneAge/Source/gmsv/function.c
ITEM_useMap, no_match_found
ITEM_useItemTarget_Window, no_match_found
ITEM_useItemGroupTarget_WIndowResult, no_match_found
Item_charuseHanko, no_match_found
Item_useHanko, no_match_found
ITEM_useMystery, no_match_found
check_timecard_on_0, no_match_found
ITEM_useTimecard, no_match_found
ITEM_useResetStatus, no_match_found
ITEM_useCashInTohelos, no_match_found
ITEM_useInverseTohelos, no_match_found
ITEM_useCashTohelos, no_match_found
ITEM_useTohelos, no_match_found
ITEM_useGuildMonsterCall, no_match_found
ITEM_useSeal, no_match_found
ITEM_useRecovery_Field, StoneAge/Source/gmsv/item/item_event.c
ITEM_useRecovery, StoneAge/Source/gmsv/function.c
ITEM_DeleteByWatched, StoneAge/Source/gmsv/function.c
ITEM_eventDrop, StoneAge/Source/gmsv/char/char_item.c
ITEM_TimeDelCheck, StoneAge/Source/gmsv/item/item_event.c
ITEM_DeleteTimeWatched, StoneAge/Source/gmsv/function.c
ITEMBOX_CHECKITEMBOXINDEX, no_match_found
ITEMBOX_getAllItemBoxEntry, no_match_found
ITEMBOX_getExistNum, no_match_found
ITEMBOX_getNowEntry, no_match_found
BoxRateCmp, no_match_found
ITEM_CalcBoxRate, no_match_found
ITEMBOX_printExistRate, no_match_found
ITEM_GiveItemBox, no_match_found
ITEMBOX_SelectItemBoxType, no_match_found
ITEMBOX_checkItemBoxNeedKey, no_match_found
ITEMBOX_usefunc, no_match_found
ITEMBOX_deleteItemBoxEntryNoLock, no_match_found
ITEMBOX_deleteItemBoxEntry, no_match_found
ITEMBOX_addItemBoxEntry, no_match_found
ITEMBOX_getItemBoxEntry, no_match_found
ITEMBOX_decrementItemboxExistnum, no_match_found
ITEMBOX_pickupfunc, no_match_found
ITEMBOX_useKey, no_match_found
ITEMBOX_prepickupfunc, no_match_found
ITEMBOX_storeItembox, no_match_found
ITEMBOX_ReadExistRate, no_match_found
ITEMBOX_resetReadExistRate, no_match_found
ITEMBOX_NewMakeItemBox, no_match_found
ITEMBOX_loop, no_match_found
ITEMBOX_getMimicEncountArray, no_match_found
ITEMBOX_initItemBox, no_match_found
ITEMAUTO_CHECKID, no_match_found
ITEMAUTO_CHECKINDEX, no_match_found
ITEMAUTO_CHECKDATAINTINDEX, no_match_found
ITEMAUTO_CHECKDATACHARINDEX, no_match_found
ITEMAUTO_getInt, no_match_found
ITEMAUTO_setInt, no_match_found
ITEMAUTO_getChar, no_match_found
ITEMAUTO_getRandItemRank, no_match_found
ITEMAUTO_init, no_match_found
ITEMAUTO_setChar, no_match_found
ITEMAUTO_getIndex, no_match_found
ITEMAUTO_makeItem, no_match_found
ITEM_RECIPE_CHECKINDEX, no_match_found
ITEM_RECIPE_getInt, no_match_found
ITEM_RECIPE_setInt, no_match_found
ITEM_RECIPE_getChar, no_match_found
ITEM_RECIPE_getNum, no_match_found
ITEM_RECIPE_getSkillTblNum, no_match_found
ITEM_RECIPE_getRecipeIdOnSkillTbl, no_match_found
ITEM_RECIPE_getSkillidOnSkillTbl, no_match_found
ITEM_RECIPE_getIndexBySkillIdOnSkillTbl, no_match_found
ITEM_RECIPE_getIndex, no_match_found
ITEM_RECIPE_setChar, no_match_found
ITEM_RECIPE_getName, no_match_found
ITEM_RECIPE_init, no_match_found
ITEM_RECIPE_reinit, no_match_found
ITEM_MATERIAL_CHECKINDEX, no_match_found
ITEM_MATERIAL_getInt, no_match_found
ITEM_MATERIAL_setInt, no_match_found
ITEM_MATERIAL_getChar, no_match_found
ITEM_MATERIAL_getNum, no_match_found
ITEM_MATERIAL_getIndex, no_match_found
ITEM_MATERIAL_setChar, no_match_found
ITEM_MATERIAL_getName, no_match_found
ITEM_MATERIAL_init, no_match_found
ITEM_MATERIAL_reinit, no_match_found
Item_setStack, no_match_found
Item_getSeqOrder, no_match_found
Item_SortItemBox, no_match_found
IsValidImagenumber, StoneAge/Source/gmsv/map/readmap.c
MAP_getImageInt, StoneAge/Source/gmsv/battle/battle.c
MAP_getImageInt2, no_match_found
MAP_setImageInt, StoneAge/Source/gmsv/map/readmap.c
MAP_setprintErrorMessage, no_match_found
_MAP_getfloorIndex, no_match_found
MAP_initMapArray, StoneAge/Source/gmsv/map/readmap.c
MAP_IsMapFile, StoneAge/Source/gmsv/map/readmap.c
MAP_endMapArray, StoneAge/Source/gmsv/map/readmap.c
MAP_readMapOne, StoneAge/Source/gmsv/map/readmap.c
MAP_allocateMap, no_match_found
MAP_readMapDir, StoneAge/Source/gmsv/map/readmap.c
MAP_readBattleMapConfFile, StoneAge/Source/gmsv/map/readmap.c
MAP_flgSet, StoneAge/Source/gmsv/map/readmap.c
MAP_readMapConfFile, StoneAge/Source/gmsv/map/readmap.c
MAP_initReadMap, StoneAge/Source/gmsv/init.c
MAP_getFloorName, StoneAge/Source/gmsv/char/chatmagic.c
MAP_getfloorX, StoneAge/Source/gmsv/char/char.c
_MAP_getTopObj, StoneAge/Source/gmsv/map/readmap.c
_MAP_objmove, StoneAge/Source/gmsv/map/readmap.c
MAP_removeObj, StoneAge/Source/gmsv/object.c
MAP_appendTailObj, StoneAge/Source/gmsv/map/readmap.c
MAP_IsValidCoordinate, StoneAge/Source/gmsv/char/char.c
MAP_IsThereSpecificFloorid, StoneAge/Source/gmsv/map/readmap.c
MAP_setTileAndObjData, StoneAge/Source/gmsv/map/readmap.c
MAP_getTileAndObjData, StoneAge/Source/gmsv/battle/battle.c
MAP_setEncountArray, no_match_found
MAP_getEncountArray, no_match_found
MAP_getRoomConfig, no_match_found
MAP_setfloorLevel, no_match_found
MAP_getfloorLevel, no_match_found
MAP_getfloorSeqno, no_match_found
MAP_getObjPointer, no_match_found
MAP_getTilePointer, no_match_found
MAP_getfloorCfgId, no_match_found
MAP_getfloorY, StoneAge/Source/gmsv/char/char.c
MAP_checkCoordinates, StoneAge/Source/gmsv/char/char.c
MAP_getfloorShowstring, StoneAge/Source/gmsv/char/char.c
MAP_getdataFromRECT, StoneAge/Source/gmsv/callfromcli.c
MAP_sendAroundMapdata, StoneAge/Source/gmsv/map/readmap.c
MAP_addNewObj, StoneAge/Source/gmsv/object.c
MAP_getChecksumFromRECT, StoneAge/Source/gmsv/char/char_walk.c
MAP_sendArroundCharNeedFD, StoneAge/Source/gmsv/char/char.c
MAP_sendArroundChar, StoneAge/Source/gmsv/char/char.c
MAP_dealprepostevent, StoneAge/Source/gmsv/map/map_deal.c
MAP_postovered, StoneAge/Source/gmsv/map/map_deal.c
MAP_preovered, StoneAge/Source/gmsv/map/map_deal.c
MAP_walkAble, StoneAge/Source/gmsv/callfromcli.c
MAP_getMapDataFromFXY, StoneAge/Source/gmsv/map/map_util.c
MAP_getMapDataFromCharIndex, StoneAge/Source/gmsv/map/map_deal.c
MAP_getDungeonConfNum, no_match_found
MAP_CHECKDUNGEONCONFINDEX, no_match_found
MAP_Dungeonconf_getInt, no_match_found
MAP_Dungeonconf_getChar, no_match_found
MAP_Dungeonconf_getIndex, no_match_found
MAP_getDungeonMaxLevel, no_match_found
MAP_getDungeonSeqFromFloor, no_match_found
MAP_getDungeonSeqFromFloor2, no_match_found
MAP_getExpire, no_match_found
MAP_getEmptyMap, no_match_found
MAP_checkLink, no_match_found
MAP_SetNewPosition, no_match_found
MAP_CheckNewPosition, no_match_found
MAP_makeMazeEnemyLevel, no_match_found
MAP_getActiveDungeon, no_match_found
MAP_getActiveDungeon2, no_match_found
MAP_delActiveDungeon, no_match_found
MAP_delActiveDungeonFromArray, no_match_found
MAP_ReservKill, no_match_found
MAP_SerchReservKill, no_match_found
MAP_IsDungeonPlayerClear, no_match_found
MAP_SetDungeonFlgPlayerClear, no_match_found
MAP_DungeonAnnounce, no_match_found
MAP_getDungeonConfIndex, no_match_found
MAP_makeMakeSequenceNumber, no_match_found
MAP_initAutoDungeon, no_match_found
MAP_initMakeTimeSetting, no_match_found
MAP_getRandomFoorFromSeqNo, no_match_found
MAP_autodungeon_StairsPosCheck, no_match_found
MAP_autodungeon_CheckSub, no_match_found
MAP_autodungeon_makeObject, no_match_found
MAP_autodungeon_CheckRoot, no_match_found
_MAP_AutoDungeonErr, no_match_found
MAP_initActiveDungeon, no_match_found
MAP_initKillListDungeon, no_match_found
MAP_makeMapKazariInit, no_match_found
MAP_FloorFree, no_match_found
MAP_AllocateFloor, no_match_found
MAP_autodungeon_makeNpcPos, no_match_found
MAP_getExtendRoom, no_match_found
MAP_storeDungeonMakeSequenceNumber, no_match_found
MAP_storeActiveDungeon, no_match_found
MAP_storeMapJobque, no_match_found
MAP_readDungeonConf, no_match_found
MAP_setActiveDungeon, no_match_found
MAP_autodungeonDel, no_match_found
MAP_addMapjobque, no_match_found
MAP_autoDungeonCreateOrDeleteLoop, no_match_found
MAP_makeMapFile, no_match_found
MAP_KaidanSet, no_match_found
MAP_CopyFloor, no_match_found
MAP_makeMineFloor, no_match_found
MAP_setName, no_match_found
mapeditDoBorder_Region, no_match_found
possible_crypto_1, no_match_found
MAP_autodungeonLoop, no_match_found
getIntegerToken, no_match_found
DecodeString, no_match_found
mapeditInitBorder, no_match_found
mapeditCalcBorder, no_match_found
HOUSE_ROOMCONF_CHECK_ID, no_match_found
HOUSE_getMyHouseId, no_match_found
HOUSE_setMyHouseId, no_match_found
HOUSE_checkHouseLimit, no_match_found
HOUSE_ROOMCONF_getHouseMaster, no_match_found
HOUSE_ROOMCONF_clearOwnerChara, no_match_found
HOUSE_ROOMCONF_setHouseMaster, no_match_found
HOUSE_ROOMCONF_setEndFloor, no_match_found
HOUSE_ROOMCONF_getEndFloor, no_match_found
HOUSE_ROOMCONF_setStartFloor, no_match_found
HOUSE_ROOMCONF_getStartFloor, no_match_found
HOUSE_ROOMCONF_getNowOwner, no_match_found
HOUSE_ROOMCONF_setNowOwner, no_match_found
HOUSE_ROOMCONF_getInt, no_match_found
HOUSE_getMyHouseFloor, no_match_found
HOUSE_getMyRoomFloor, no_match_found
HOUSE_ROOMCONF_setInt, no_match_found
HOUSE_RoomInWarp, no_match_found
HOUSE_readRoomConfig, no_match_found
HOUSE_initRoomFloor, no_match_found
HOUSE_init, no_match_found
CHAR_getRoomOutPos2, no_match_found
HOUSE_MyRoomStore, no_match_found
CHAR_getRoomOutPos, no_match_found
HouseItemCarry, no_match_found
HOUSE_setHouseLimit, no_match_found
HOUSE_MyRoomRestore, no_match_found
HOUSE_RoomOutEvent, no_match_found
HOUSE_ROOMCONF_setOwnerChara, no_match_found
SHIP_getInt, no_match_found
SHIP_getPoiner, no_match_found
SHIP_getNextHarbor, no_match_found
SHIP_CalcArrivalTime, no_match_found
SHIP_GetStartTime, no_match_found
SHIP_GetStopTime, no_match_found
SHIP_NavigationTimeInShip, no_match_found
SHIP_NavigationTimeToChar, no_match_found
SHIP_CharTake, no_match_found
HARBOR_getShipStayPosition, no_match_found
HARBOR_getPosition, no_match_found
SHIP_Announce, no_match_found
SHIP_CharDown, no_match_found
HARBOR_getChar, no_match_found
SHIP_MakeAnnounceMesg, no_match_found
SHIP_readConfig, no_match_found
SHIP_readHarborConfig, no_match_found
SHIP_init, no_match_found
SHIP_removeShipStay, no_match_found
SHIP_removePierStay, no_match_found
SHIP_setPierStay, no_match_found
SHIP_setShipStay, no_match_found
SHIP_Loop, no_match_found
JOBS_CHECKINDEX, no_match_found
JOBS_getInt, no_match_found
JOBS_setInt, no_match_found
JOBS_getChar, no_match_found
JOBS_getEquipLevel, no_match_found
JOBS_getJobNum, no_match_found
JOBS_getJobsIndex, no_match_found
JOBS_setChar, no_match_found
JOBS_getEquipSkillLevel, no_match_found
JOBS_getJobName, no_match_found
JOBS_initJobs, no_match_found
JOBS_reinitJobs, no_match_found
JOBS_ANCESTRY_CHECKINDEX, no_match_found
JOBS_ANCESTRY_setInt, no_match_found
JOBS_ANCESTRY_getChar, no_match_found
JOBS_ANCESTRY_getNum, no_match_found
JOBS_ANCESTRY_getIndex, no_match_found
JOBS_ANCESTRY_getIndexFromJobsId, no_match_found
JOBS_ANCESTRY_getIdFromJobsId, no_match_found
JOBS_ANCESTRY_setChar, no_match_found
JOBS_ANCESTRY_getInt, no_match_found
JOBS_ANCESTRY_getName, no_match_found
JOBS_ANCESTRY_init, no_match_found
JOBS_ANCESTRY_reinit, no_match_found
SKILL_CHECKINDEX, StoneAge/Source/gmsv/battle/battle.c
SKILL_getInt, StoneAge/Source/gmsv/callfromcli.c
SKILL_setInt, StoneAge/Source/gmsv/battle/pet_skill.c
SKILL_getSkillNum, no_match_found
SKILL_getPopulation, no_match_found
SKILL_getSkillIndex, no_match_found
SKILLEXP_getInt, no_match_found
SKILLEXP_getID, no_match_found
SKILLEXP_getSkillExpIndex, no_match_found
SKILLEXP_setInt, no_match_found
SKILL_swapPetSkill, no_match_found
SKILL_swap, no_match_found
SKILLEXP_AmplifySkillExp, no_match_found
_SKILL_GetArray, StoneAge/Source/gmsv/callfromcli.c
SKILL_initBattleRebirthData, no_match_found
SKILL_initRebirthData, no_match_found
SKILL_initSkillLv, no_match_found
SKILL_setChar, StoneAge/Source/gmsv/battle/pet_skill.c
SKILL_makeSkillFromStringToArg, StoneAge/Source/gmsv/char/char_base.c
SKILL_makeStringFromSkillData, StoneAge/Source/gmsv/char/char_base.c
SKILL_RebirthParam, no_match_found
SKILL_getMaxLevel, no_match_found
SKILL_ElationCheck, no_match_found
SKILL_BattleJobsForcePoint, no_match_found
SKILLEXP_getProductSkillExp, no_match_found
SKILL_setPopulation, no_match_found
SKILL_getChar, StoneAge/Source/gmsv/battle/battle.c
SKILLEXP_initSkillExp, no_match_found
SKILL_initSkill, no_match_found
SKILL_reinitSkill, no_match_found
TECH_CHECKINDEX, no_match_found
TECH_getInt, no_match_found
TECH_setInt, no_match_found
TECH_getWorkInt, no_match_found
TECH_setWorkInt, no_match_found
TECH_getChar, no_match_found
TECH_getTechNum, no_match_found
TECH_PETMAIL_checkId, no_match_found
TECH_getTechIndex, no_match_found
TECH_getSkillIndex, no_match_found
TECH_getTechFuncPointerFromTechIndex, no_match_found
TECH_TechLevelCheck, no_match_found
TECH_checkEquipItem, no_match_found
TECH_PETMAIL_parseOption, no_match_found
TECH_MergeItem_RebirthParam, no_match_found
TECH_MergeItem_addNeoParam, no_match_found
TechParameterMsg, no_match_found
OpecateTimeCheck, no_match_found
TECH_getFame1, no_match_found
TECH_getFame3, no_match_found
TECH_MergeItem_CalcProb, no_match_found
TECH_MarkItem, no_match_found
TECH_MergeItem_Ajinomoto, no_match_found
TECH_MergeItem_KiguCheck, no_match_found
TECH_MergeItem_CheckAjinomoto, no_match_found
TECH_MergeItem_addItemB, no_match_found
TECH_setSkillExp, no_match_found
TECH_use_D, no_match_found
TECH_Mining, no_match_found
TECH_Hunting, no_match_found
TECH_Lumb, no_match_found
TECH_JudgeItem, no_match_found
TECH_MergeItem, no_match_found
TECH_getOperationC_Char, no_match_found
TECH_Recovery_sub, no_match_found
TECH_MedicalTreatment, no_match_found
TECH_Allowance, no_match_found
TECH_None, no_match_found
TECH_getTechFuncPointer, no_match_found
TECH_initRide, no_match_found
TECH_setChar, no_match_found
TECH_Use, no_match_found
TECH_AppendJewel, no_match_found
TECH_getModifiFp, no_match_found
TECH_RiderBreak, no_match_found
TECH_RiderPet, no_match_found
TECH_Rider, no_match_found
TECH_Barrier, no_match_found
TECH_MonWind, no_match_found
TECH_Acid, no_match_found
TECH_Retribution, no_match_found
TECH_ShapeChange, no_match_found
TECH_FirstAttack, no_match_found
TECH_FullBodyGuard, no_match_found
TECH_DoubleAttack, no_match_found
TECH_DelayAttack, no_match_found
TECH_NormalGuard, no_match_found
TECH_NormalAttack, no_match_found
TECH_Position, no_match_found
TECH_Dance, no_match_found
TECH_EarthQuake, no_match_found
TECH_Assassin, no_match_found
TECH_RandomShot, no_match_found
TECH_PanicAttack, no_match_found
TECH_Summon, no_match_found
TECH_BloodAttack, no_match_found
TECH_Sacrifice, no_match_found
TECH_Bomb, no_match_found
TECH_EnergyDrain, no_match_found
TECH_GoldAttack, no_match_found
TECH_EquipBreakAttack, no_match_found
TECH_StatusAttack, no_match_found
TECH_Death, no_match_found
TECH_Steal, no_match_found
TECH_AglDown, no_match_found
TECH_AglUp, no_match_found
TECH_AtkDown, no_match_found
TECH_AtkUp, no_match_found
TECH_DefDown, no_match_found
TECH_DefUp, no_match_found
TECH_GuardBreak, no_match_found
TECH_Forcecut, no_match_found
TECH_Consentration, no_match_found
TECH_Reverse_Type, no_match_found
TECH_Treat_Type, no_match_found
TECH_Revive, no_match_found
TECH_StatusRecover, no_match_found
TECH_StatusChange, no_match_found
TECH_LpRecovery, no_match_found
TECH_Dorain, no_match_found
TECH_BodyGuard, no_match_found
TECH_Mikawashi, no_match_found
TECH_MagicGuard, no_match_found
TECH_SpecialGuard, no_match_found
TECH_SpiracleShot, no_match_found
TECH_Parameter, no_match_found
TECH_CrossCounter, no_match_found
TECH_ContinuationAttack, no_match_found
TECH_Attack_Magic, no_match_found
TECH_Heal_Magic, no_match_found
TECH_Ineffective_Magic, no_match_found
TECH_Absorb_Magic, no_match_found
TECH_Reflection_Magic, no_match_found
TECH_Ineffective_Physics, no_match_found
TECH_Absorb_Physics, no_match_found
TECH_Reflection_Physics, no_match_found
TECH_RepairItem, no_match_found
TECH_Train, no_match_found
TECH_Metamorphosis, no_match_found
TECH_initTech, no_match_found
TECH_reinitTech, no_match_found
TECH_AREA_CHECKINDEX, no_match_found
TECH_AREA_getInt, no_match_found
TECH_AREA_setInt, no_match_found
TECH_AREA_getTechNum, no_match_found
TECH_AREA_getEmptyIndex, no_match_found
TECH_AREA_getFreeNum, no_match_found
TECH_AREA_getIndex, no_match_found
TECH_AREA_del, no_match_found
TECH_AREA_dump, no_match_found
TECH_AREA_Copy, no_match_found
TECH_AREA_getIndexFromCoordinate, no_match_found
TECH_AREA_setChar, no_match_found
TECH_AREA_getChar, no_match_found
TECH_AREA_getRect, no_match_found
TECH_AREA_readTechAreaFile, no_match_found
TECH_AREA_init, no_match_found
TECH_AREA_reinitTech, no_match_found
TECH_Provocation, no_match_found
TECH_ThrowItem, no_match_found
TECH_Parrying, no_match_found
TECH_RcvUp, no_match_found
TECH_PickPocket, no_match_found
TECH_UltimateAttack, no_match_found
TECH_AxeBomber, no_match_found
TECH_IndirectStatusAttack, no_match_found
TECH_UrgentMedic, no_match_found
TECH_UrgentAllowance, no_match_found
TECH_DetectEnemy, no_match_found
TECH_AttackAll, no_match_found
TECH_Ranbu, no_match_found
CheckPetAttrib, no_match_found
CheckPetRank, no_match_found
CheckSkillLv, no_match_found
CheckRideSkill, no_match_found
GetCrystalAttrb, no_match_found
TECH_CheckPetHelpForUseD, no_match_found
TECH_CheckPetHelp, no_match_found
TECH_DecreaseItemDur, no_match_found
TECH_PetHelpForAppendjewel, no_match_found
TECH_PetHelpForRecovery, no_match_found
TECH_PetHelpForFirstaid, no_match_found
TECH_PetHelpForProducer, no_match_found
TECH_PetHelpForRepair, no_match_found
TECH_PetHelpForJudgeItem, no_match_found
TECH_PetHelpForCooking, no_match_found
TECH_PetHelpForMerge, no_match_found
NPC_generateLoop, StoneAge/Source/gmsv/main.c
NPC_Util_Nearby, StoneAge/Source/gmsv/npc/npcutil.c
NPC_Util_CharNearby, StoneAge/Source/gmsv/npc/npcutil.c
NPC_Util_getDirFromTwoPoint, StoneAge/Source/gmsv/char/char.c
NPC_Util_CharDistance, StoneAge/Source/gmsv/char/char.c
