_init_proc	.init	08049DD4	00000017	0000000C		R	.	.	.	.	.	B	.	.
CHAR_CHAT_DEBUG_setendflg	.text	080915F0	000000C1	0000011C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_deltitle	.text	080916C0	00000087	0000022C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_addtitle	.text	08091750	00000087	0000022C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_sick	.text	080917E0	00000073	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_dp	.text	08091860	00000085	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_setAllAlbumFlg	.text	080918F0	000000C7	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_infoBattle	.text	080919C0	0000015E	0000012C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_setAlbumFlg	.text	08091B20	00000116	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_delskill	.text	08091C40	000001EE	0000012C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_petinfo	.text	08091E30	0000061E	000001CC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_petexp	.text	08092450	0000016E	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_delpet	.text	080925C0	000001EB	0000012C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_checkFavorite	.text	080927B0	000001DC	0000043C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_changeGuildTitleID	.text	08092990	00000329	0000027C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_checkSkillLevel	.text	08092CC0	0000009C	0000012C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_allLogout	.text	08092D60	000000E9	0000002C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_changeGuildName	.text	08092E50	000000A0	0000006C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_getOutYou	.text	08092EF0	00000079	0000004C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_changeGuildMaster	.text	08092F70	0000005E	0000004C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_allocationTitle	.text	08092FD0	000000C0	0000007C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_delGuildTitle	.text	08093090	0000010F	0000004C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_addGuildTitle	.text	080931A0	0000021B	0000007C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_getGuildTitleList	.text	080933C0	000000E9	0000004C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_delGuildMember	.text	080934B0	00000091	0000012C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_addGuildMember	.text	08093550	0000009B	0000003C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_getGuildMemberList	.text	080935F0	00000084	0000012C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_deleteGuild	.text	08093680	00000084	0000012C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_createGuild	.text	08093710	00000113	0000022C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_getGuild	.text	08093830	00000084	0000012C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_stampcount	.text	080938C0	000001CD	0000012C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_dischargeparty	.text	08093A90	00000009	00000004		R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_resetgenebox	.text	08093AA0	00000045	0000001C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_killuser	.text	08093AF0	000001EE	0000022C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_usersearch	.text	08093CE0	000001B6	0000023C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_macroconfig	.text	08093EA0	0000010F	0000013C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_compress	.text	08093FB0	000000FA	0000012C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_macrocheck	.text	080940B0	0000007B	0000011C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_resetverupkey	.text	08094130	00000192	0000038C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_movechar	.text	080942D0	000002BA	0000019C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_settrial	.text	08094590	00000175	000001AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_isaosearch	.text	08094710	00000100	0000018C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_changeisaoid	.text	08094810	0000017B	0000028C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_cdkeysearch	.text	08094990	00000112	0000018C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_rescue	.text	08094AB0	000000E8	000002AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_defaultitem	.text	08094BA0	000001DD	000000BC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_hanko	.text	08094D80	000000BA	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_shiptimer	.text	08094E40	000000B0	0000012C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_shipdown	.text	08094EF0	000000C2	0000013C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_shiptake	.text	08094FC0	000000CC	0000013C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_verup	.text	08095090	000000F9	0000014C	00000008	R	.	.	.	.	.	B	T	.
CHAR_RingWatch	.text	08095190	0000095E	00000E7C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_ringwatch	.text	08095AF0	00000106	0000011C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_systemmail	.text	08095C00	0000012A	0000074C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_petlogflg	.text	08095D30	00000158	000002AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_boxrate	.text	08095E90	000000AC	0000013C	00000008	R	.	.	.	.	.	B	T	.
NPC_Util_FrontChar2	.text	08095F40	00000112	0000003C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_followchar	.text	08096060	0000037F	0000016C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_util_charwarp	.text	080963E0	00000375	0000017C	00000010	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_warpuser	.text	08096760	000000B0	0000011C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_warpusergroup	.text	08096810	000000BE	0000011C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_warpplayer	.text	080968D0	000000B1	0000011C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_warpplayergroup	.text	08096990	000000C1	0000011C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_setmailmode	.text	08096A60	000001D6	000002BC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_killplayer	.text	08096C40	00000147	0000012C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_infopetmail	.text	08096D90	00000415	000002CC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_adjusttime	.text	080971B0	00000286	0000009C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_getfame	.text	08097440	00000137	000001AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_Loyalty	.text	08097580	000001A6	000001AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_simplelogout	.text	08097730	00000073	0000001C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_checkroomlimit	.text	080977B0	0000014D	0000012C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_roomset	.text	08097900	000001ED	0000013C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_roomwarp	.text	08097AF0	0000007A	0000011C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_createtime	.text	08097B70	0000029B	0000017C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_analyze	.text	08097E10	000007AF	0000024C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_setDur	.text	080985C0	000001AB	000000BC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_setAllLeakLv	.text	08098770	00000086	0000002C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_setLeakLv	.text	08098800	00000139	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_skillsort	.text	08098940	0000008E	0000001C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_PutPetLoyalty	.text	080989D0	00000114	0000012C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_luck	.text	08098AF0	0000014A	000001AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_Charm	.text	08098C40	00000170	000001AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_setPenalty	.text	08098DB0	000000AE	0000009C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_exp	.text	08098E60	00000085	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_exchangegold	.text	08098EF0	000001FD	0000042C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_int	.text	080990F0	00000095	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_dex	.text	08099190	00000095	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_stamina	.text	08099230	00000095	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_heal	.text	080992D0	000000EC	0000002C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_magic	.text	080993C0	000000A6	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_quick	.text	08099470	000000A6	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_tgh	.text	08099520	000000A6	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_str	.text	080995D0	000000A6	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_vital	.text	08099680	000000A6	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_fp	.text	08099730	0000008F	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_hp	.text	080997C0	0000008F	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_gold	.text	08099850	000000B3	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_level	.text	08099910	0000007F	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_telcdkey	.text	08099990	000001F4	0000023C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_announce	.text	08099B90	0000005D	0000001C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_randomaddressbook	.text	08099BF0	00000116	0000002C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_resetenemyai	.text	08099D10	00000038	0000001C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_deldebug	.text	08099D50	000001FF	000000CC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_adddebug	.text	08099F50	0000019A	000000CC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_battlewatch	.text	0809A0F0	00000035	0000001C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_effect	.text	0809A130	00000272	0000014C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_resetnpc	.text	0809A3B0	00000235	0000013C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_resetrss	.text	0809A5F0	00000038	0000001C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_resettecharea	.text	0809A630	00000038	0000001C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_resetbadmsg	.text	0809A670	00000038	0000001C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_resetmsg	.text	0809A6B0	00000038	0000001C	00000004	R	.	.	.	.	.	B	T	.
checksys_putchardata	.text	0809A6F0	000020FD	000106AC		R	.	.	.	.	.	B	T	.
checksys_putobjectdata	.text	0809C7F0	00000092	0000004C		R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_checksys	.text	0809C890	00000B9E	000101DC	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_feverstop	.text	0809D430	00000125	0000012C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_feverhavetime	.text	0809D560	00000184	0000013C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_feverstart	.text	0809D6F0	00000130	0000012C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_battlein	.text	0809D820	00000027	0000001C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_setobj	.text	0809D850	000001E5	0000013C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_setdowndurper	.text	0809DA40	00000316	0000014C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_setdowndur	.text	0809DD60	000002DD	0000014C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_updatedp	.text	0809E040	00000040	0000001C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_noencount	.text	0809E080	000000C2	0000012C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_debug	.text	0809E150	0000009E	0000012C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_infoAlbum	.text	0809E1F0	00000105	000001AC	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_checkfame	.text	0809E300	00000010	00000004	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_fame	.text	0809E310	000000A9	0000009C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_checktitle	.text	0809E3C0	00000031	0000001C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_exchangeitem	.text	0809E400	00000273	0000043C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_exchangepet	.text	0809E680	00000256	0000043C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_makerandpet	.text	0809E8E0	000001E0	0000006C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_petmake	.text	0809EAC0	0000018A	0000006C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_shortwarp	.text	0809EC50	000000FD	0000009C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_warp	.text	0809ED50	00000146	0000009C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_dungeonlimit	.text	0809EEA0	00000122	0000012C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_addranditem	.text	0809EFD0	00000145	000000BC	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_boxSearch	.text	0809F120	00000435	0000017C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_npcSearch	.text	0809F560	00000177	0000013C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_warpSearch	.text	0809F6E0	00000166	0000013C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_addRecipeMaterialItem	.text	0809F850	000001EC	000001BC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_additemmax	.text	0809FA40	0000026B	000000FC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_additem	.text	0809FCB0	0000025F	000000FC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_fillAddressBook	.text	0809FF10	000000D6	000000CC	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_battlemap	.text	0809FFF0	00000108	0000013C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_infoRecipe	.text	080A0100	00000109	000001AC	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_setRecipeFlg	.text	080A0210	00000196	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_setpettech	.text	080A03B0	000002DB	000000BC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_charsave	.text	080A0690	00000040	0000001C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_setinjury	.text	080A06D0	00000152	000001AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_addautoitem	.text	080A0830	000001DE	000004BC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_usetech	.text	080A0A10	0000013D	0000013C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_petput	.text	080A0B50	0000001A	0000000C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_setskill	.text	080A0B70	0000021E	000000BC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_techinfo	.text	080A0D90	0000017D	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_skillinfo	.text	080A0F10	000001BA	0000013C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_setallskilllv	.text	080A10D0	000000AF	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_setskilllv	.text	080A1180	00000196	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_setskillexp	.text	080A1320	00000196	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_setjobs	.text	080A14C0	00000133	000000BC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_delitem	.text	080A1600	00000391	0000015C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_pooliteminfo	.text	080A19A0	000001BA	000017BC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_iteminfo	.text	080A1B60	0000018A	00001F4C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_battlemsg	.text	080A1CF0	00000208	0000012C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_joinparty	.text	080A1F00	00000009	00000004		R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_lvup	.text	080A1F10	0000007D	000000AC	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_info	.text	080A1F90	00000897	0000018C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_deldungeon2	.text	080A2830	00000089	0000001C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_deldungeon	.text	080A28C0	000000AB	0000009C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_makedungeon	.text	080A2970	0000001A	0000000C	00000008	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_logclose	.text	080A2990	0000003D	0000001C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_sysinfo	.text	080A29D0	00000706	0000048C	00000004	R	.	.	.	.	.	B	T	.
CHAR_CHAT_DEBUG_metamo	.text	080A30E0	00000044	0000001C	00000008	R	.	.	.	.	.	B	T	.
EVENT_CHECKEVENTINDEX	.text	080A3130	0000000E	00000004	00000004	R	.	.	.	.	.	B	T	.
EVENT_onGuildWarpNPC	.text	080A3140	0000001F	0000000C	00000008	R	.	.	.	.	.	B	T	.
EVENT_onHouseWarp2NPC	.text	080A3160	0000001F	0000000C	00000008	R	.	.	.	.	.	B	T	.
EVENT_onHouseWarpNPC	.text	080A3180	0000001F	0000000C	00000008	R	.	.	.	.	.	B	T	.
EVENT_onWarpNPC	.text	080A31A0	0000004E	0000001C	00000008	R	.	.	.	.	.	B	T	.
EVENY_npcEncount	.text	080A31F0	0000001C	00000004	0000000C	R	.	.	.	.	.	B	T	.
EVENT_main	.text	080A3210	00000284	0000003C	00000010	R	.	.	.	.	.	B	T	.
ENEMY_CHECKINDEX	.text	080A34A0	00000019	00000004	00000004	R	.	.	.	.	.	B	T	.
ENEMY_getInt	.text	080A34C0	0000001B	00000004	00000008	R	.	.	.	.	.	B	T	.
ENEMY_setInt	.text	080A34E0	00000020	00000008	0000000C	R	.	.	.	.	.	B	T	.
ENEMY_getEnemyNum	.text	080A3500	0000000A	00000004		R	.	.	.	.	.	B	T	.
ENEMYTEMP_CHECKINDEX	.text	080A3510	00000019	00000004	00000004	R	.	.	.	.	.	B	T	.
ENEMYTEMP_getInt	.text	080A3530	0000001B	00000004	00000008	R	.	.	.	.	.	B	T	.
ENEMYTEMP_setInt	.text	080A3550	00000020	00000008	0000000C	R	.	.	.	.	.	B	T	.
ENEMYTEMP_getEnemyNum	.text	080A3570	0000000A	00000004		R	.	.	.	.	.	B	T	.
GROUP_CHECKINDEX	.text	080A3580	00000019	00000004	00000004	R	.	.	.	.	.	B	T	.
GROUP_getInt	.text	080A35A0	0000001B	00000004	00000008	R	.	.	.	.	.	B	T	.
GROUP_setInt	.text	080A35C0	00000020	00000008	0000000C	R	.	.	.	.	.	B	T	.
GROUP_getChar	.text	080A35E0	00000036	00000004	00000008	R	.	.	.	.	.	B	T	.
GROUP_getEnemyNum	.text	080A3620	0000000A	00000004		R	.	.	.	.	.	B	T	.
ENEMYTEMP_getEnemyTempArray	.text	080A3630	0000002D	00000004	00000004	R	.	.	.	.	.	B	T	.
ENEMYTEMP_getEnemyTempArrayFromTempNo	.text	080A3660	00000023	00000004	00000004	R	.	.	.	.	.	B	T	.
ENEMY_getEnemyArrayFromIndex	.text	080A3690	00000039	00000004	00000008	R	.	.	.	.	.	B	T	.
GROUP_getGroupArray	.text	080A36D0	00000043	0000000C	00000004	R	.	.	.	.	.	B	T	.
ENEMY_getRank	.text	080A3720	00000091	00000034	00000008	R	.	.	.	.	.	B	T	.
ENEMY_RandomEnemyArray	.text	080A37C0	00000007	00000004		R	.	.	.	.	.	B	T	.
ENEMYAI_CHECKINDEX	.text	080A37D0	0000001C	00000004	00000004	R	.	.	.	.	.	B	T	.
ENEMYAI_getInt	.text	080A37F0	0000001B	00000004	00000008	R	.	.	.	.	.	B	T	.
ENEMYAI_setInt	.text	080A3810	00000020	00000008	0000000C	R	.	.	.	.	.	B	T	.
ENEMYAI_getENEMYAI_enemyainum	.text	080A3830	0000000A	00000004		R	.	.	.	.	.	B	T	.
ENEMYAI_getEnemyAiIndex	.text	080A3840	00000043	0000000C	00000004	R	.	.	.	.	.	B	T	.
ENEMYMSG_CHECKINDEX	.text	080A3890	0000001C	00000004	00000004	R	.	.	.	.	.	B	T	.
ENEMYMSG_setInt	.text	080A38B0	0000003A	00000008	0000000C	R	.	.	.	.	.	B	T	.
ENEMYMSG_getENEMYMSG_enemymsgnum	.text	080A38F0	0000000A	00000004		R	.	.	.	.	.	B	T	.
ENEMYMSG_getEnemyMsgIndex	.text	080A3900	0000003D	0000000C	00000004	R	.	.	.	.	.	B	T	.
ENEMY_getEnemyArrayFromId	.text	080A3940	00000049	0000001C	00000004	R	.	.	.	.	.	B	T	.
ENEMYMSG_setChar	.text	080A3990	00000007	00000004		R	.	.	.	.	.	B	T	.
ENEMYAI_setChar	.text	080A39A0	00000007	00000004		R	.	.	.	.	.	B	T	.
GROUP_setChar	.text	080A39B0	00000065	0000001C	0000000C	R	.	.	.	.	.	B	T	.
ENEMYTEMP_setChar	.text	080A3A20	00000063	0000001C	0000000C	R	.	.	.	.	.	B	T	.
ENEMY_setChar	.text	080A3A90	00000065	0000001C	0000000C	R	.	.	.	.	.	B	T	.
possible_crypto	.text	080A3B00	0000092A	000001AC	00000018	R	.	.	.	.	.	B	T	.
ENEMY_getEnemy	.text	080A4430	00000081	0000002C	0000001C	R	.	.	.	.	.	B	T	.
ENEMY_getChar	.text	080A44C0	00000039	00000004	00000008	R	.	.	.	.	.	B	T	.
BATTLE_BossCheck	.text	080A4500	00000034	00000004	00000004	R	.	.	.	.	.	B	T	.
ENEMY_createEnemy	.text	080A4540	00000A4A	0000017C	0000000C	R	.	.	.	.	.	B	T	.
ENEMYMSG_getChar	.text	080A4F90	00000007	00000004		R	.	.	.	.	.	B	T	.
ENEMYMSG_getInt	.text	080A4FA0	0000002C	00000004	00000008	R	.	.	.	.	.	B	T	.
ENEMYTEMP_getChar	.text	080A4FD0	00000034	00000004	00000008	R	.	.	.	.	.	B	T	.
ENEMYAI_getChar	.text	080A5010	00000007	00000004		R	.	.	.	.	.	B	T	.
ENEMYTEMP_initEnemy	.text	080A5020	0000059D	0000024C	00000004	R	.	.	.	.	.	B	T	.
ENEMYTEMP_reinitEnemy	.text	080A55C0	00000031	0000001C		R	.	.	.	.	.	B	T	.
ENEMYAI_initEnemyAi	.text	080A5600	0000034F	0000023C	00000004	R	.	.	.	.	.	B	T	.
ENEMYAI_reinitEnemyAi	.text	080A5950	00000031	0000001C		R	.	.	.	.	.	B	T	.
ENEMYMSG_initEnemyMsg	.text	080A5990	00000356	0000023C	00000004	R	.	.	.	.	.	B	T	.
ENEMYMSG_reinitEnemyMsg	.text	080A5CF0	00000031	0000001C		R	.	.	.	.	.	B	T	.
ENEMY_initEnemy	.text	080A5D30	000007C5	0000024C	00000004	R	.	.	.	.	.	B	T	.
ENEMY_reinitEnemy	.text	080A6500	00000031	0000001C		R	.	.	.	.	.	B	T	.
GROUP_initGroup	.text	080A6540	00000724	0000024C	00000004	R	.	.	.	.	.	B	T	.
GROUP_reinitGroup	.text	080A6C70	00000031	0000001C		R	.	.	.	.	.	B	T	.
ENCOUNT_CHECKENCOUNT	.text	080A6CB0	00000034	00000004	00000004	R	.	.	.	.	.	B	T	.
ENCOUNT_getEmptyEncount	.text	080A6CF0	00000041	00000008		R	.	.	.	.	.	B	T	.
ENCOUNT_getArrayFromIndex	.text	080A6D40	0000003F	00000008	00000004	R	.	.	.	.	.	B	T	.
ENCOUNT_getZorderFromArray	.text	080A6D80	00000037	00000004	00000004	R	.	.	.	.	.	B	T	.
ENCOUNT_delete	.text	080A6DC0	0000006A	00000010	0000000C	R	.	.	.	.	.	B	T	.
ENCOUNT_DelEncountArray	.text	080A6E30	0000001D	00000004	00000004	R	.	.	.	.	.	B	T	.
